sentence	label
Tacrolimus: A prospective study in healthy Chinese volunteers (N=9) with CYP3A5 expressers showed a 2.5- to 4-fold increase in tacrolimus exposure when concomitantly administered with amlodipine compared to tacrolimus alone.	1
Inform patients of the increased risk of bleeding associated with the concomitant use of ZOLOFT and antiplatelet agents or anticoagulants.	0
"All patients being treated with antidepressants for any indication should be monitored appropriately and observed closely for clinical worsening, suicidality, and unusual changes in behavior, especially during the initial few months of a course of drug therapy, or at times of dose changes, either increases or decreases."	0
"Avoid concomitant use of ELIQUIS with strong dual inducers of CYP3A4 and P-gp (e.g., rifampin, carbamazepine, phenytoin, St. John<U+2019>s wort) because such drugs will decrease exposure to apixaban."	1
Hypokalemia may be avoided or treated by potassium supplementation or increased intake of potassium-rich foods.	0
Clinically significant adverse reactions from greater exposures of CRIXIVAN.	0
On the basis of this experience the recommended dosage is 300 mg every 12 hours orally.	0
The exact relationship of these pharmacologic actions to the antihypertensive effect of clonidine has not been fully elucidated.	0
"In subjects who had received EMSAM 6mg per 24 hours for 11 days, combined administration with the CYP2C9 substrate ibuprofen (800mg single dose) did not affect the pharmacokinetics of either selegiline or ibuprofen."	0
Metabolism Tritium<U+2011>labeled epoprostenol has been administered to humans in order to identify the metabolic products of epoprostenol.	0
Renal clearance accounts for 39 to 69% of plasma clearance.	0
"Possible contributing factors include use for extended periods of time, higher than recommended dose, and/or use in combination with other anorectic drugs."	0
Gastrointestinal Decontamination All patients suspected of tricyclic antidepressant overdose should receive gastrointestinal decontamination.	0
Plasma concentrations of losartan and its active metabolite are similar in elderly and young hypertensives.	0
"Anticonvulsants:carbamazepine, clonazepam, ethosuximide <U+2191> anticonvulsants A dose decrease may be needed for these drugs when co-administered with ritonavir and therapeutic concentration monitoring is recommended for these anticonvulsants, if available."	1
Concomitant use of tricyclic antidepressants with drugs that can inhibit cytochrome P450 2D6 may require lower doses than usually prescribed for either the tricyclic antidepressant or the other drug.	1
"Drugs metabolized by CYP1A2, 2A6, 2C8, 2C9 and 2C19 In vitro, desvenlafaxine does not inhibit CYP1A2, 2A6, 2C8, 2C9, and 2C19 isozymes and would not be expected to affect the pharmacokinetics of drugs that are metabolized by these CYP isozymes."	0
"The drugs that inhibit cytochrome P450 2D6 include some that are not metabolized by the enzyme (quinidine; cimetidine) and many that are substrates for P450 2D6 (many other antidepressants, phenothiazines, and the Type 1C antiarrhythmics propafenone and flecainide)."	0
Concomitant use in patients taking thioridazine is contraindicated.	0
Effect of Baseline HCV Polymorphisms on Treatment Response Adults Genotype 1 Analyses were conducted to explore the association between pre-existing baseline NS5A polymorphisms at resistance-associated positions and relapse rates.	0
Any chloride deficit during thiazide therapy is generally mild and usually does not require specific treatment except under extraordinary circumstances (as in liver disease or renal disease).	0
"Dabigatran is not a substrate, inhibitor, or inducer of CYP450 enzymes."	0
", as clearance is reduced by more than 50%."	0
It increases to approximately 15% when dronedarone is administered with a high fat meal.	0
"A dose-related ( above 20 mg/kg/day ) incidence of myelocytic leukemia was observed in rats fed daily doses of potassium canrenoate ( a compound chemically similar to ALDACTONE and whose primary metabolite , canrenone , is also a major product of ALDACTONE in man ) for a period of one year ."	0
Risk from the lower dose of doxepin in Silenor can not be excluded.	0
"Fluconazole, with or without metabolic activation, was negative in tests for mutagenicity in 4 strains of S. typhimurium, and in the mouse lymphoma L5178Y system."	0
"With once daily dosing, steady state plasma concentrations are achieved within approximately one week."	0
Erythromycin: Combination increases pitavastatin exposure.	1
"Starting Dose Target Dose Adult Hypertension (2.1) 16 mg tablet once daily 8 <U+2013> 32 mg tablet total daily dose Pediatric Hypertension (1 to < 6 years) (2.2) 0.20 mg/kg oral suspension once daily 0.05 <U+2013> 0.4 mg/kg oral suspension once daily or consider divided dose Pediatric Hypertension (6 to < 17 years) (2.2) < 50 kg 4 <U+2013> 8 mg tablet once daily >50 kg 8 <U+2013> 16 mg tablet once daily < 50 kg 4 <U+2013> 16 mg tablet once daily or consider divided dose > 50 kg 4 <U+2013> 32 mg tablet once daily or consider divided dose Adult Heart Failure (2.3) 4 mg tablet once daily 32 mg tablet once dailyThe target dose is 32 mg once daily, which is achieved by doubling the dose at approximately 2-week intervals, as tolerated by patient Dosage must be individualized."	0
"There has been a long-standing concern, however, that antidepressants may have a role in inducing worsening of depression and the emergence of suicidality in certain patients during the early phases of treatment."	0
LEXIVA tablets may be taken with or without food.	0
Such episodes do not preclude subsequent successful titration of TOPROL-XL.	0
"If phototoxic reactions occur, the patient should be referred to a dermatologist and VFEND discontinuation should be considered."	0
"As with other beta blockers, when discontinuation of TENORMIN is planned, the patients should be carefully observed and advised to limit physical activity to a minimum."	0
"If triazolam is coadministered with nefazodone, a 75% reduction in the initial triazolam dosage is recommended."	1
"<U+2022>Bradycardia, hypotension, worsening heart failure/fluid retention may occur."	0
P-glycoprotein Substrates Digoxin Dronedarone increased digoxin exposure by inhibiting the P-gp transporter.	1
Drug Interactions Ketoconazole The coadministration of ketoconazole (a potent inhibitor of CYP3A and CYP4F) 200 mg twice-daily at steady-state and a single dose of fingolimod 5 mg led to a 70% increase in AUC of fingolimod and fingolimod-phosphate.	1
No dose adjustment is recommended for drugs metabolized by CYP3A.	0
Paroxetine demonstrated statistically significant superiority over placebo on both the CGI Improvement responder criterion and the Liebowitz Social Anxiety Scale (LSAS).	0
Non-renal routes of elimination have yet to be clarified.	0
A gradual reduction in the dose rather than abrupt cessation is recommended whenever possible.	0
The Rotachrom<U+00AE> Heparin chromogenic assay was used to measure the effect of apixaban on FXa activity in humans during the apixaban development program.	0
"Administration of TARKA 4/240 (4 mg trandolapril and 240 mg verapamil hydrochloride ER) with a high-fat meal does not alter the bioavailability of trandolapril whereas verapamil peak concentrations and area under the curve (AUC) decrease 37% and 28%, respectively."	1
"These studies have shown that mirtazapine acts as an antagonist at central presynaptic <U+03B1>2<U+2013>adrenergic inhibitory autoreceptors and heteroreceptors, an action that is postulated to result in an increase in central noradrenergic and serotonergic activity."	0
Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus (5.6).	0
"Patients should inform their physician if they experience new or increased gambling urges, increased sexual urges or other intense urges while taking selegiline."	0
Patients with these diagnoses were generally excluded from clinical studies during the product's premarketing testing.	0
Dosage should be adjusted according to blood pressure response.	0
Coadministration of INVIRASE/ritonavir with rifampin due to the risk of severe hepatotoxicity.	0
"Because of the unpredictable pharmacokinetics of amiodarone, TIKOSYN should not be initiated following amiodarone therapy until amiodarone plasma levels are below 0.3 mcg/mL or until amiodarone has been withdrawn for at least three months."	0
"In healthy male patients (n=24), carbamazepine (400 mg b.i.d.) clearance about 2-fold, resulting in a decrease in average plasma mirtazapine concentrations of 60%."	1
Administer loperamide for late diarrhea of any severity.	0
Other reported clinical experience has not identified differences in responses between the elderly and younger patients.	0
"At least 10 days after starting REYATAZ/ritonavir, resume bosentan at 62.5 mg once daily or every other day based on individual tolerability."	0
"After one month, investigators were instructed to titrate study drug to 100mg once daily if the trough blood pressure goal (140/90mmHg) was not achieved."	0
